rStar,theta,re,im
0,2.35181,0,0
0,2.36936,0,0
0,2.38691,0,0
0,2.40446,0,0
0,2.42201,0,0
0,2.43956,0,0
0,2.45711,0,0
0,2.47466,0,0
0,2.49221,0,0
0,2.50976,0,0
0,2.52731,0,0
0,2.54487,0,0
0,2.56242,0,0
0,2.57997,0,0
0,2.59752,0,0
0,2.61507,0,0
0,2.63262,0,0
0,2.65017,0,0
0,2.66772,0,0
0,2.68527,0,0
0,2.70282,0,0
0,2.72037,0,0
0,2.73792,0,0
0,2.75548,0,0
0,2.77303,0,0
0,2.79058,0,0
0,2.80813,0,0
0,2.82568,0,0
0,2.84323,0,0
0,2.86078,0,0
0,2.87833,0,0
0,2.89588,0,0
0,2.91343,0,0
0,2.93098,0,0
0,2.94853,0,0
0,2.96608,0,0
0,2.98364,0,0
0,3.00119,0,0
0,3.01874,0,0
0,3.03629,0,0
0,3.05384,0,0
0,3.07139,0,0
0,3.08894,0,0
0,3.10649,0,0
0,3.12404,0,0
0,3.14159,0,0
-2.35375,0,0,0
-2.35375,0.0175508,-nan,-nan
-2.35375,0.0351016,-nan,-nan
-2.35375,0.0526524,-nan,-nan
-2.35375,0.0702032,-nan,-nan
-2.35375,0.087754,-nan,-nan
-2.35375,0.105305,-nan,-nan
-2.35375,0.122856,-nan,-nan
-2.35375,0.140406,-nan,-nan
-2.35375,0.157957,-nan,-nan
-2.35375,0.175508,-nan,-nan
-2.35375,0.193059,-nan,-nan
-2.35375,0.21061,-nan,-nan
-2.35375,0.22816,-nan,-nan
-2.35375,0.245711,-nan,-nan
-2.35375,0.263262,-nan,-nan
-2.35375,0.280813,-nan,-nan
-2.35375,0.298364,-nan,-nan
-2.35375,0.315914,-nan,-nan
-2.35375,0.333465,-nan,-nan
-2.35375,0.351016,-nan,-nan
-2.35375,0.368567,-nan,-nan
-2.35375,0.386118,-nan,-nan
-2.35375,0.403668,-nan,-nan
-2.35375,0.421219,-nan,-nan
-2.35375,0.43877,-nan,-nan
-2.35375,0.456321,-nan,-nan
-2.35375,0.473872,-nan,-nan
-2.35375,0.491422,-nan,-nan
-2.35375,0.508973,-nan,-nan
-2.35375,0.526524,-nan,-nan
-2.35375,0.544075,-nan,-nan
-2.35375,0.561626,-nan,-nan
-2.35375,0.579176,-nan,-nan
-2.35375,0.596727,-nan,-nan
-2.35375,0.614278,-nan,-nan
-2.35375,0.631829,-nan,-nan
-2.35375,0.649379,-nan,-nan
-2.35375,0.66693,-nan,-nan
-2.35375,0.684481,-nan,-nan
-2.35375,0.702032,-nan,-nan
-2.35375,0.719583,-nan,-nan
-2.35375,0.737133,-nan,-nan
-2.35375,0.754684,-nan,-nan
-2.35375,0.772235,-nan,-nan
-2.35375,0.789786,-nan,-nan
-2.35375,0.807337,-nan,-nan
-2.35375,0.824887,-nan,-nan
-2.35375,0.842438,-nan,-nan
-2.35375,0.859989,-nan,-nan
-2.35375,0.87754,-nan,-nan
-2.35375,0.895091,-nan,-nan
-2.35375,0.912641,-nan,-nan
-2.35375,0.930192,-nan,-nan
-2.35375,0.947743,-nan,-nan
-2.35375,0.965294,-nan,-nan
-2.35375,0.982845,-nan,-nan
-2.35375,1.0004,-nan,-nan
-2.35375,1.01795,-nan,-nan
-2.35375,1.0355,-nan,-nan
-2.35375,1.05305,-nan,-nan
-2.35375,1.0706,-nan,-nan
-2.35375,1.08815,-nan,-nan
-2.35375,1.1057,-nan,-nan
-2.35375,1.12325,-nan,-nan
-2.35375,1.1408,-nan,-nan
-2.35375,1.15835,-nan,-nan
-2.35375,1.1759,-nan,-nan
-2.35375,1.19345,-nan,-nan
-2.35375,1.211,-nan,-nan
-2.35375,1.22856,-nan,-nan
-2.35375,1.24611,-nan,-nan
-2.35375,1.26366,-nan,-nan
-2.35375,1.28121,-nan,-nan
-2.35375,1.29876,-nan,-nan
-2.35375,1.31631,-nan,-nan
-2.35375,1.33386,-nan,-nan
-2.35375,1.35141,-nan,-nan
-2.35375,1.36896,-nan,-nan
-2.35375,1.38651,-nan,-nan
-2.35375,1.40406,-nan,-nan
-2.35375,1.42161,-nan,-nan
-2.35375,1.43917,-nan,-nan
-2.35375,1.45672,-nan,-nan
-2.35375,1.47427,-nan,-nan
-2.35375,1.49182,-nan,-nan
-2.35375,1.50937,inf,7.81336e+269
-2.35375,1.52692,3.5108e+270,1.91574e+269
-2.35375,1.54447,8.71967e+269,4.75807e+268
-2.35375,1.56202,2.62098e+269,1.43019e+268
-2.35375,1.57957,2.62098e+269,1.43019e+268
-2.35375,1.59712,8.71968e+269,4.75807e+268
-2.35375,1.61467,3.5108e+270,1.91574e+269
-2.35375,1.63222,inf,7.81336e+269
-2.35375,1.64977,-nan,-nan
-2.35375,1.66733,-nan,-nan
-2.35375,1.68488,-nan,-nan
-2.35375,1.70243,-nan,-nan
-2.35375,1.71998,-nan,-nan
-2.35375,1.73753,-nan,-nan
-2.35375,1.75508,-nan,-nan
-2.35375,1.77263,-nan,-nan
-2.35375,1.79018,-nan,-nan
-2.35375,1.80773,-nan,-nan
-2.35375,1.82528,-nan,-nan
-2.35375,1.84283,-nan,-nan
-2.35375,1.86038,-nan,-nan
-2.35375,1.87794,-nan,-nan
-2.35375,1.89549,-nan,-nan
-2.35375,1.91304,-nan,-nan
-2.35375,1.93059,-nan,-nan
-2.35375,1.94814,-nan,-nan
-2.35375,1.96569,-nan,-nan
-2.35375,1.98324,-nan,-nan
-2.35375,2.00079,-nan,-nan
-2.35375,2.01834,-nan,-nan
-2.35375,2.03589,-nan,-nan
-2.35375,2.05344,-nan,-nan
-2.35375,2.07099,-nan,-nan
-2.35375,2.08854,-nan,-nan
-2.35375,2.1061,-nan,-nan
-2.35375,2.12365,-nan,-nan
-2.35375,2.1412,-nan,-nan
-2.35375,2.15875,-nan,-nan
-2.35375,2.1763,-nan,-nan
-2.35375,2.19385,-nan,-nan
-2.35375,2.2114,-nan,-nan
-2.35375,2.22895,-nan,-nan
-2.35375,2.2465,-nan,-nan
-2.35375,2.26405,-nan,-nan
-2.35375,2.2816,-nan,-nan
-2.35375,2.29915,-nan,-nan
-2.35375,2.31671,-nan,-nan
-2.35375,2.33426,-nan,-nan
-2.35375,2.35181,-nan,-nan
-2.35375,2.36936,-nan,-nan
-2.35375,2.38691,-nan,-nan
-2.35375,2.40446,-nan,-nan
-2.35375,2.42201,-nan,-nan
-2.35375,2.43956,-nan,-nan
-2.35375,2.45711,-nan,-nan
-2.35375,2.47466,-nan,-nan
-2.35375,2.49221,-nan,-nan
-2.35375,2.50976,-nan,-nan
-2.35375,2.52731,-nan,-nan
-2.35375,2.54487,-nan,-nan
-2.35375,2.56242,-nan,-nan
-2.35375,2.57997,-nan,-nan
-2.35375,2.59752,-nan,-nan
-2.35375,2.61507,-nan,-nan
-2.35375,2.63262,-nan,-nan
-2.35375,2.65017,-nan,-nan
-2.35375,2.66772,-nan,-nan
-2.35375,2.68527,-nan,-nan
-2.35375,2.70282,-nan,-nan
-2.35375,2.72037,-nan,-nan
-2.35375,2.73792,-nan,-nan
-2.35375,2.75548,-nan,-nan
-2.35375,2.77303,-nan,-nan
-2.35375,2.79058,-nan,-nan
-2.35375,2.80813,-nan,-nan
-2.35375,2.82568,-nan,-nan
-2.35375,2.84323,-nan,-nan
-2.35375,2.86078,-nan,-nan
-2.35375,2.87833,-nan,-nan
-2.35375,2.89588,-nan,-nan
-2.35375,2.91343,-nan,-nan
-2.35375,2.93098,-nan,-nan
-2.35375,2.94853,-nan,-nan
-2.35375,2.96608,-nan,-nan
-2.35375,2.98364,-nan,-nan
-2.35375,3.00119,-nan,-nan
-2.35375,3.01874,-nan,-nan
-2.35375,3.03629,-nan,-nan
-2.35375,3.05384,-nan,-nan
-2.35375,3.07139,-nan,-nan
-2.35375,3.08894,-nan,-nan
-2.35375,3.10649,-nan,-nan
-2.35375,3.12404,-nan,-nan
-2.35375,3.14159,0,0
36.6958,0,0,0
36.6958,0.0175508,-nan,-nan
36.6958,0.0351016,-nan,-nan
36.6958,0.0526524,-nan,-nan
36.6958,0.0702032,-nan,-nan
36.6958,0.087754,-nan,-nan
36.6958,0.105305,-nan,-nan
36.6958,0.122856,-nan,-nan
36.6958,0.140406,-nan,-nan
36.6958,0.157957,-nan,-nan
36.6958,0.175508,-nan,-nan
36.6958,0.193059,-nan,-nan
36.6958,0.21061,-nan,-nan
36.6958,0.22816,-nan,-nan
36.6958,0.245711,-nan,-nan
36.6958,0.263262,-nan,-nan
36.6958,0.280813,-nan,-nan
36.6958,0.298364,-nan,-nan
36.6958,0.315914,-nan,-nan
36.6958,0.333465,-nan,-nan
36.6958,0.351016,-nan,-nan
36.6958,0.368567,-nan,-nan
36.6958,0.386118,-nan,-nan
36.6958,0.403668,-nan,-nan
36.6958,0.421219,-nan,-nan
36.6958,0.43877,-nan,-nan
36.6958,0.456321,-nan,-nan
36.6958,0.473872,-nan,-nan
36.6958,0.491422,-nan,-nan
36.6958,0.508973,-nan,-nan
36.6958,0.526524,-nan,-nan
36.6958,0.544075,-nan,-nan
36.6958,0.561626,-nan,-nan
36.6958,0.579176,-nan,-nan
36.6958,0.596727,-nan,-nan
36.6958,0.614278,-nan,-nan
36.6958,0.631829,-nan,-nan
36.6958,0.649379,-nan,-nan
36.6958,0.66693,-nan,-nan
36.6958,0.684481,-nan,-nan
36.6958,0.702032,-nan,-nan
36.6958,0.719583,-nan,-nan
36.6958,0.737133,-nan,-nan
36.6958,0.754684,-nan,-nan
36.6958,0.772235,-nan,-nan
36.6958,0.789786,-nan,-nan
36.6958,0.807337,-nan,-nan
36.6958,0.824887,-nan,-nan
36.6958,0.842438,-nan,-nan
36.6958,0.859989,-nan,-nan
36.6958,0.87754,-nan,-nan
36.6958,0.895091,-nan,-nan
36.6958,0.912641,-nan,-nan
36.6958,0.930192,-nan,-nan
36.6958,0.947743,-nan,-nan
36.6958,0.965294,-nan,-nan
36.6958,0.982845,-nan,-nan
36.6958,1.0004,-nan,-nan
36.6958,1.01795,-nan,-nan
36.6958,1.0355,-nan,-nan
36.6958,1.05305,-nan,-nan
36.6958,1.0706,-nan,-nan
36.6958,1.08815,-nan,-nan
36.6958,1.1057,-nan,-nan
36.6958,1.12325,-nan,-nan
36.6958,1.1408,-nan,-nan
36.6958,1.15835,-nan,-nan
36.6958,1.1759,-nan,-nan
36.6958,1.19345,-nan,-nan
36.6958,1.211,-nan,-nan
36.6958,1.22856,-nan,-nan
36.6958,1.24611,-nan,-nan
36.6958,1.26366,-nan,-nan
36.6958,1.28121,-nan,-nan
36.6958,1.29876,-nan,-nan
36.6958,1.31631,-nan,-nan
36.6958,1.33386,-nan,-nan
36.6958,1.35141,-nan,-nan
36.6958,1.36896,-nan,-nan
36.6958,1.38651,-nan,-nan
36.6958,1.40406,-nan,-nan
36.6958,1.42161,-nan,-nan
36.6958,1.43917,-nan,-nan
36.6958,1.45672,-nan,-nan
36.6958,1.47427,-nan,-nan
36.6958,1.49182,-nan,-nan
36.6958,1.50937,-nan,inf
36.6958,1.52692,inf,2.9493e+276
36.6958,1.54447,1.33992e+277,7.3251e+275
36.6958,1.56202,4.02754e+276,2.20179e+275
36.6958,1.57957,4.02755e+276,2.20179e+275
36.6958,1.59712,1.33992e+277,7.3251e+275
36.6958,1.61467,inf,2.9493e+276
36.6958,1.63222,-nan,inf
36.6958,1.64977,-nan,-nan
36.6958,1.66733,-nan,-nan
36.6958,1.68488,-nan,-nan
36.6958,1.70243,-nan,-nan
36.6958,1.71998,-nan,-nan
36.6958,1.73753,-nan,-nan
36.6958,1.75508,-nan,-nan
36.6958,1.77263,-nan,-nan
36.6958,1.79018,-nan,-nan
36.6958,1.80773,-nan,-nan
36.6958,1.82528,-nan,-nan
36.6958,1.84283,-nan,-nan
36.6958,1.86038,-nan,-nan
36.6958,1.87794,-nan,-nan
36.6958,1.89549,-nan,-nan
36.6958,1.91304,-nan,-nan
36.6958,1.93059,-nan,-nan
36.6958,1.94814,-nan,-nan
36.6958,1.96569,-nan,-nan
36.6958,1.98324,-nan,-nan
36.6958,2.00079,-nan,-nan
36.6958,2.01834,-nan,-nan
36.6958,2.03589,-nan,-nan
36.6958,2.05344,-nan,-nan
36.6958,2.07099,-nan,-nan
36.6958,2.08854,-nan,-nan
36.6958,2.1061,-nan,-nan
36.6958,2.12365,-nan,-nan
36.6958,2.1412,-nan,-nan
36.6958,2.15875,-nan,-nan
36.6958,2.1763,-nan,-nan
36.6958,2.19385,-nan,-nan
36.6958,2.2114,-nan,-nan
36.6958,2.22895,-nan,-nan
36.6958,2.2465,-nan,-nan
36.6958,2.26405,-nan,-nan
36.6958,2.2816,-nan,-nan
36.6958,2.29915,-nan,-nan
36.6958,2.31671,-nan,-nan
36.6958,2.33426,-nan,-nan
36.6958,2.35181,-nan,-nan
36.6958,2.36936,-nan,-nan
36.6958,2.38691,-nan,-nan
36.6958,2.40446,-nan,-nan
36.6958,2.42201,-nan,-nan
36.6958,2.43956,-nan,-nan
36.6958,2.45711,-nan,-nan
36.6958,2.47466,-nan,-nan
36.6958,2.49221,-nan,-nan
36.6958,2.50976,-nan,-nan
36.6958,2.52731,-nan,-nan
36.6958,2.54487,-nan,-nan
36.6958,2.56242,-nan,-nan
36.6958,2.57997,-nan,-nan
36.6958,2.59752,-nan,-nan
36.6958,2.61507,-nan,-nan
36.6958,2.63262,-nan,-nan
36.6958,2.65017,-nan,-nan
36.6958,2.66772,-nan,-nan
36.6958,2.68527,-nan,-nan
36.6958,2.70282,-nan,-nan
36.6958,2.72037,-nan,-nan
36.6958,2.73792,-nan,-nan
36.6958,2.75548,-nan,-nan
36.6958,2.77303,-nan,-nan
36.6958,2.79058,-nan,-nan
36.6958,2.80813,-nan,-nan
36.6958,2.82568,-nan,-nan
36.6958,2.84323,-nan,-nan
36.6958,2.86078,-nan,-nan
36.6958,2.87833,-nan,-nan
36.6958,2.89588,-nan,-nan
36.6958,2.91343,-nan,-nan
36.6958,2.93098,-nan,-nan
36.6958,2.94853,-nan,-nan
36.6958,2.96608,-nan,-nan
36.6958,2.98364,-nan,-nan
36.6958,3.00119,-nan,-nan
36.6958,3.01874,-nan,-nan
36.6958,3.03629,-nan,-nan
36.6958,3.05384,-nan,-nan
36.6958,3.07139,-nan,-nan
36.6958,3.08894,-nan,-nan
36.6958,3.10649,-nan,-nan
36.6958,3.12404,-nan,-nan
36.6958,3.14159,0,0
39.2013,0,0,0
39.2013,0.0175508,-nan,-nan
39.2013,0.0351016,-nan,-nan
39.2013,0.0526524,-nan,-nan
39.2013,0.0702032,-nan,-nan
39.2013,0.087754,-nan,-nan
39.2013,0.105305,-nan,-nan
39.2013,0.122856,-nan,-nan
39.2013,0.140406,-nan,-nan
39.2013,0.157957,-nan,-nan
39.2013,0.175508,-nan,-nan
39.2013,0.193059,-nan,-nan
39.2013,0.21061,-nan,-nan
39.2013,0.22816,-nan,-nan
39.2013,0.245711,-nan,-nan
39.2013,0.263262,-nan,-nan
39.2013,0.280813,-nan,-nan
39.2013,0.298364,-nan,-nan
39.2013,0.315914,-nan,-nan
39.2013,0.333465,-nan,-nan
39.2013,0.351016,-nan,-nan
39.2013,0.368567,-nan,-nan
39.2013,0.386118,-nan,-nan
39.2013,0.403668,-nan,-nan
39.2013,0.421219,-nan,-nan
39.2013,0.43877,-nan,-nan
39.2013,0.456321,-nan,-nan
39.2013,0.473872,-nan,-nan
39.2013,0.491422,-nan,-nan
39.2013,0.508973,-nan,-nan
39.2013,0.526524,-nan,-nan
39.2013,0.544075,-nan,-nan
39.2013,0.561626,-nan,-nan
39.2013,0.579176,-nan,-nan
39.2013,0.596727,-nan,-nan
39.2013,0.614278,-nan,-nan
39.2013,0.631829,-nan,-nan
39.2013,0.649379,-nan,-nan
39.2013,0.66693,-nan,-nan
39.2013,0.684481,-nan,-nan
39.2013,0.702032,-nan,-nan
39.2013,0.719583,-nan,-nan
39.2013,0.737133,-nan,-nan
39.2013,0.754684,-nan,-nan
39.2013,0.772235,-nan,-nan
39.2013,0.789786,-nan,-nan
39.2013,0.807337,-nan,-nan
39.2013,0.824887,-nan,-nan
39.2013,0.842438,-nan,-nan
39.2013,0.859989,-nan,-nan
39.2013,0.87754,-nan,-nan
39.2013,0.895091,-nan,-nan
39.2013,0.912641,-nan,-nan
39.2013,0.930192,-nan,-nan
39.2013,0.947743,-nan,-nan
39.2013,0.965294,-nan,-nan
39.2013,0.982845,-nan,-nan
39.2013,1.0004,-nan,-nan
39.2013,1.01795,-nan,-nan
39.2013,1.0355,-nan,-nan
39.2013,1.05305,-nan,-nan
39.2013,1.0706,-nan,-nan
39.2013,1.08815,-nan,-nan
39.2013,1.1057,-nan,-nan
39.2013,1.12325,-nan,-nan
39.2013,1.1408,-nan,-nan
39.2013,1.15835,-nan,-nan
39.2013,1.1759,-nan,-nan
39.2013,1.19345,-nan,-nan
39.2013,1.211,-nan,-nan
39.2013,1.22856,-nan,-nan
39.2013,1.24611,-nan,-nan
39.2013,1.26366,-nan,-nan
39.2013,1.28121,-nan,-nan
39.2013,1.29876,-nan,-nan
39.2013,1.31631,-nan,-nan
39.2013,1.33386,-nan,-nan
39.2013,1.35141,-nan,-nan
39.2013,1.36896,-nan,-nan
39.2013,1.38651,-nan,-nan
39.2013,1.40406,-nan,-nan
39.2013,1.42161,-nan,-nan
39.2013,1.43917,-nan,-nan
39.2013,1.45672,-nan,-nan
39.2013,1.47427,-nan,-nan
39.2013,1.49182,-nan,-nan
39.2013,1.50937,-nan,-nan
39.2013,1.52692,-nan,inf
39.2013,1.54447,inf,2.61723e+282
39.2013,1.56202,1.43932e+283,7.86692e+281
39.2013,1.57957,1.43932e+283,7.86692e+281
39.2013,1.59712,inf,2.61723e+282
39.2013,1.61467,-nan,inf
39.2013,1.63222,-nan,-nan
39.2013,1.64977,-nan,-nan
39.2013,1.66733,-nan,-nan
39.2013,1.68488,-nan,-nan
39.2013,1.70243,-nan,-nan
39.2013,1.71998,-nan,-nan
39.2013,1.73753,-nan,-nan
39.2013,1.75508,-nan,-nan
39.2013,1.77263,-nan,-nan
39.2013,1.79018,-nan,-nan
39.2013,1.80773,-nan,-nan
39.2013,1.82528,-nan,-nan
39.2013,1.84283,-nan,-nan
39.2013,1.86038,-nan,-nan
39.2013,1.87794,-nan,-nan
39.2013,1.89549,-nan,-nan
39.2013,1.91304,-nan,-nan
39.2013,1.93059,-nan,-nan
39.2013,1.94814,-nan,-nan
39.2013,1.96569,-nan,-nan
39.2013,1.98324,-nan,-nan
39.2013,2.00079,-nan,-nan
39.2013,2.01834,-nan,-nan
39.2013,2.03589,-nan,-nan
39.2013,2.05344,-nan,-nan
39.2013,2.07099,-nan,-nan
39.2013,2.08854,-nan,-nan
39.2013,2.1061,-nan,-nan
39.2013,2.12365,-nan,-nan
39.2013,2.1412,-nan,-nan
39.2013,2.15875,-nan,-nan
39.2013,2.1763,-nan,-nan
39.2013,2.19385,-nan,-nan
39.2013,2.2114,-nan,-nan
39.2013,2.22895,-nan,-nan
39.2013,2.2465,-nan,-nan
39.2013,2.26405,-nan,-nan
39.2013,2.2816,-nan,-nan
39.2013,2.29915,-nan,-nan
39.2013,2.31671,-nan,-nan
39.2013,2.33426,-nan,-nan
39.2013,2.35181,-nan,-nan
39.2013,2.36936,-nan,-nan
39.2013,2.38691,-nan,-nan
39.2013,2.40446,-nan,-nan
39.2013,2.42201,-nan,-nan
39.2013,2.43956,-nan,-nan
39.2013,2.45711,-nan,-nan
39.2013,2.47466,-nan,-nan
39.2013,2.49221,-nan,-nan
39.2013,2.50976,-nan,-nan
39.2013,2.52731,-nan,-nan
39.2013,2.54487,-nan,-nan
39.2013,2.56242,-nan,-nan
39.2013,2.57997,-nan,-nan
39.2013,2.59752,-nan,-nan
39.2013,2.61507,-nan,-nan
39.2013,2.63262,-nan,-nan
39.2013,2.65017,-nan,-nan
39.2013,2.66772,-nan,-nan
39.2013,2.68527,-nan,-nan
39.2013,2.70282,-nan,-nan
39.2013,2.72037,-nan,-nan
39.2013,2.73792,-nan,-nan
39.2013,2.75548,-nan,-nan
39.2013,2.77303,-nan,-nan
39.2013,2.79058,-nan,-nan
39.2013,2.80813,-nan,-nan
39.2013,2.82568,-nan,-nan
39.2013,2.84323,-nan,-nan
39.2013,2.86078,-nan,-nan
39.2013,2.87833,-nan,-nan
39.2013,2.89588,-nan,-nan
39.2013,2.91343,-nan,-nan
39.2013,2.93098,-nan,-nan
39.2013,2.94853,-nan,-nan
39.2013,2.96608,-nan,-nan
39.2013,2.98364,-nan,-nan
39.2013,3.00119,-nan,-nan
39.2013,3.01874,-nan,-nan
39.2013,3.03629,-nan,-nan
39.2013,3.05384,-nan,-nan
39.2013,3.07139,-nan,-nan
39.2013,3.08894,-nan,-nan
39.2013,3.10649,-nan,-nan
39.2013,3.12404,-nan,-nan
39.2013,3.14159,0,0
40.6214,0,0,0
40.6214,0.0175508,-nan,-nan
40.6214,0.0351016,-nan,-nan
40.6214,0.0526524,-nan,-nan
40.6214,0.0702032,-nan,-nan
40.6214,0.087754,-nan,-nan
40.6214,0.105305,-nan,-nan
40.6214,0.122856,-nan,-nan
40.6214,0.140406,-nan,-nan
40.6214,0.157957,-nan,-nan
40.6214,0.175508,-nan,-nan
40.6214,0.193059,-nan,-nan
40.6214,0.21061,-nan,-nan
40.6214,0.22816,-nan,-nan
40.6214,0.245711,-nan,-nan
40.6214,0.263262,-nan,-nan
40.6214,0.280813,-nan,-nan
40.6214,0.298364,-nan,-nan
40.6214,0.315914,-nan,-nan
40.6214,0.333465,-nan,-nan
40.6214,0.351016,-nan,-nan
40.6214,0.368567,-nan,-nan
40.6214,0.386118,-nan,-nan
40.6214,0.403668,-nan,-nan
40.6214,0.421219,-nan,-nan
40.6214,0.43877,-nan,-nan
40.6214,0.456321,-nan,-nan
40.6214,0.473872,-nan,-nan
40.6214,0.491422,-nan,-nan
40.6214,0.508973,-nan,-nan
40.6214,0.526524,-nan,-nan
40.6214,0.544075,-nan,-nan
40.6214,0.561626,-nan,-nan
40.6214,0.579176,-nan,-nan
40.6214,0.596727,-nan,-nan
40.6214,0.614278,-nan,-nan
40.6214,0.631829,-nan,-nan
40.6214,0.649379,-nan,-nan
40.6214,0.66693,-nan,-nan
40.6214,0.684481,-nan,-nan
40.6214,0.702032,-nan,-nan
40.6214,0.719583,-nan,-nan
40.6214,0.737133,-nan,-nan
40.6214,0.754684,-nan,-nan
40.6214,0.772235,-nan,-nan
40.6214,0.789786,-nan,-nan
40.6214,0.807337,-nan,-nan
40.6214,0.824887,-nan,-nan
40.6214,0.842438,-nan,-nan
40.6214,0.859989,-nan,-nan
40.6214,0.87754,-nan,-nan
40.6214,0.895091,-nan,-nan
40.6214,0.912641,-nan,-nan
40.6214,0.930192,-nan,-nan
40.6214,0.947743,-nan,-nan
40.6214,0.965294,-nan,-nan
40.6214,0.982845,-nan,-nan
40.6214,1.0004,-nan,-nan
40.6214,1.01795,-nan,-nan
40.6214,1.0355,-nan,-nan
40.6214,1.05305,-nan,-nan
40.6214,1.0706,-nan,-nan
40.6214,1.08815,-nan,-nan
40.6214,1.1057,-nan,-nan
40.6214,1.12325,-nan,-nan
40.6214,1.1408,-nan,-nan
40.6214,1.15835,-nan,-nan
40.6214,1.1759,-nan,-nan
40.6214,1.19345,-nan,-nan
40.6214,1.211,-nan,-nan
40.6214,1.22856,-nan,-nan
40.6214,1.24611,-nan,-nan
40.6214,1.26366,-nan,-nan
40.6214,1.28121,-nan,-nan
40.6214,1.29876,-nan,-nan
40.6214,1.31631,-nan,-nan
40.6214,1.33386,-nan,-nan
40.6214,1.35141,-nan,-nan
40.6214,1.36896,-nan,-nan
40.6214,1.38651,-nan,-nan
40.6214,1.40406,-nan,-nan
40.6214,1.42161,-nan,-nan
40.6214,1.43917,-nan,-nan
40.6214,1.45672,-nan,-nan
40.6214,1.47427,-nan,-nan
40.6214,1.49182,-nan,-nan
40.6214,1.50937,-nan,-nan
40.6214,1.52692,-nan,-nan
40.6214,1.54447,-nan,inf
40.6214,1.56202,inf,7.92295e+287
40.6214,1.57957,inf,7.92295e+287
40.6214,1.59712,-nan,inf
40.6214,1.61467,-nan,-nan
40.6214,1.63222,-nan,-nan
40.6214,1.64977,-nan,-nan
40.6214,1.66733,-nan,-nan
40.6214,1.68488,-nan,-nan
40.6214,1.70243,-nan,-nan
40.6214,1.71998,-nan,-nan
40.6214,1.73753,-nan,-nan
40.6214,1.75508,-nan,-nan
40.6214,1.77263,-nan,-nan
40.6214,1.79018,-nan,-nan
40.6214,1.80773,-nan,-nan
40.6214,1.82528,-nan,-nan
40.6214,1.84283,-nan,-nan
40.6214,1.86038,-nan,-nan
40.6214,1.87794,-nan,-nan
40.6214,1.89549,-nan,-nan
40.6214,1.91304,-nan,-nan
40.6214,1.93059,-nan,-nan
